url,brand,market
https://www.reprise.citroen.fr/lp/vendez-votre-voiture,citroen,FR
https://www.reprise.citroen.fr/lp/estimation-voiture,citroen,FR
https://www.reprise.peugeot.fr/lp/vendez-votre-voiture,peugeot,FR
https://www.reprise.peugeot.fr/lp/estimation-voiture,peugeot,FR
